redump_name,serial,name,localizedName
Alnam no Kiba - Juuzoku Juuni Shinto Densetsu (Japan),SLPS-00173,Alnam no Kiba - Juuzoku Juuni Shinto Densetsu,アルナムの牙　～獣族十二神徒伝説～
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Demo),SLPM-80069,Alnam no Tsubasa - Shoujin no Sora no Kanata e (Demo),アルナムの翼　焼塵の空の彼方へ
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 1),SLPS-01187,Alnam no Tsubasa - Shoujin no Sora no Kanata e (Disc 1),アルナムの翼　焼塵の空の彼方へ (DISC 1)
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 2),SLPS-01188,Alnam no Tsubasa - Shoujin no Sora no Kanata e (Disc 2),アルナムの翼　焼塵の空の彼方へ (DISC 2)
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 3),SLPS-01189,Alnam no Tsubasa - Shoujin no Sora no Kanata e (Disc 3),アルナムの翼　焼塵の空の彼方へ (DISC 3)
"Alone in the Dark - Jack Is Back (Europe) (En,Fr,De,Es,It)",SLES-00037,Alone in the Dark - Jack Is Back,
Alone in the Dark - One-Eyed Jack's Revenge (USA),SLUS-00239,Alone in the Dark - One-Eyed Jack's Revenge,
Alone in the Dark - The New Nightmare (Europe) (Disc 1),SLES-02801,Alone in the Dark - The New Nightmare (Disc 1),
Alone in the Dark - The New Nightmare (Europe) (Disc 2),SLES-12801,Alone in the Dark - The New Nightmare (Disc 2),
Alone in the Dark - The New Nightmare (France) (Disc 1),SLES-02802,Alone in the Dark - The New Nightmare (Disc 1),
Alone in the Dark - The New Nightmare (France) (Disc 2),SLES-12802,Alone in the Dark - The New Nightmare (Disc 2),
Alone in the Dark - The New Nightmare (Germany) (Disc 1),SLES-02803,Alone in the Dark - The New Nightmare (Disc 1),
Alone in the Dark - The New Nightmare (Germany) (Disc 2),SLES-12803,Alone in the Dark - The New Nightmare (Disc 2),
Alone in the Dark - The New Nightmare (Italy) (Disc 1),SLES-02805,Alone in the Dark - The New Nightmare (Disc 1),
Alone in the Dark - The New Nightmare (Italy) (Disc 2),SLES-12805,Alone in the Dark - The New Nightmare (Disc 2),
Alone in the Dark - The New Nightmare (Spain) (Disc 1),SLES-02804,Alone in the Dark - The New Nightmare (Disc 1),
Alone in the Dark - The New Nightmare (Spain) (Disc 2),SLES-12804,Alone in the Dark - The New Nightmare (Disc 2),
Alone in the Dark - The New Nightmare (USA) (Disc 1),SLUS-01201,Alone in the Dark - The New Nightmare (Disc 1),
Alone in the Dark - The New Nightmare (USA) (Disc 2),SLUS-01377,Alone in the Dark - The New Nightmare (Disc 2),
Alone in the Dark 2 (Japan),SLPS-00141,Alone in the Dark 2,アローン・イン・ザ・ダーク２
Alundra (Europe),SLES-01135,Alundra,
Alundra (Europe) (Demo),SLED-01308,Alundra (Demo),
Alundra (France),SLES-01198,Alundra,
Alundra (Germany),SLES-01256,Alundra,
Alundra (Italy),SLES-01257,Alundra,
Alundra (Japan),SCPS-10035,Alundra,アランドラ
Alundra (Spain),SLES-01258,Alundra,
Alundra (USA),SLUS-00553,Alundra,
Alundra 2 - A New Legend Begins (Europe),SLES-02600,Alundra 2 - A New Legend Begins,
Alundra 2 - A New Legend Begins (USA),SLUS-01017,Alundra 2 - A New Legend Begins,
Alundra 2 - Der Beginn einer neuen Legende (Germany),SLES-02602,Alundra 2 - Der Beginn einer neuen Legende,
Alundra 2 - Mashinka no Nazo (Japan),SCPS-10115,Alundra 2 - Mashinka no Nazo,アランドラ２　魔進化の謎
Alundra 2 - Mashinka no Nazo (Japan) (Demo),PAPX-90097,Alundra 2 - Mashinka no Nazo (Demo),アランドラ２　魔進化の謎
Alundra 2 - Une Legende Est Nee (France),SLES-02601,Alundra 2 - Une Legende Est Nee,
"Amazing Virtual Sea-Monkeys, The (Europe) (En,Fr,De,Es,It,Nl,Pt)",SLES-03858,The Amazing Virtual Sea-Monkeys,
"Amazing Virtual Sea-Monkeys, The (USA) (En,Es)",SLUS-01475,The Amazing Virtual Sea-Monkeys,
America Oudan Ultra Quiz (Japan),SLPS-00241,America Oudan Ultra Quiz,アメリカ横断ウルトラクイズ
America Oudan Ultra Quiz (Japan) (Fukkokuban),SLPS-01802,America Oudan Ultra Quiz (Fukkokuban),アメリカ横断ウルトラクイズ
America Oudan Ultra Quiz (Japan) (Fukkokuban),SLPS-91484,,
American Pool (Europe),SLES-04037,American Pool,
American Pool (USA),SLUS-01488,American Pool,
Amerzone - Das Testament des Forschungsreisenden (Germany) (Disc 1),SLES-02348,Amerzone - Das Testament des Forschungsreisenden (Disc 1),
Amerzone - Das Testament des Forschungsreisenden (Germany) (Disc 2),SLES-12348,Amerzone - Das Testament des Forschungsreisenden (Disc 2),
Amerzone - El Legado del Explorador (Spain) (Disc 1),SLES-02349,Amerzone - El Legado del Explorador (Disc 1),
Amerzone - El Legado del Explorador (Spain) (Disc 2),SLES-12349,Amerzone - El Legado del Explorador (Disc 2),
Amerzone - Il Testamento dell'Esploratore (Italy) (Disc 1),SLES-02350,Amerzone - Il Testamento dell'Esploratore (Disc 1),
Amerzone - Il Testamento dell'Esploratore (Italy) (Disc 2),SLES-12350,Amerzone - Il Testamento dell'Esploratore (Disc 2),
Amerzone - O Testamento do Explorador (Portugal) (Disc 1),SLES-02429,Amerzone - O Testamento do Explorador (Disc 1),
Amerzone - O Testamento do Explorador (Portugal) (Disc 2),SLES-12429,Amerzone - O Testamento do Explorador (Disc 2),
Amerzone - The Explorer's Legacy (Europe) (Disc 1),SLES-02347,Amerzone - The Explorer's Legacy (Disc 1),
Amerzone - The Explorer's Legacy (Europe) (Disc 2),SLES-12347,Amerzone - The Explorer's Legacy (Disc 2),
"Amerzone, L' (France) (Disc 1)",SLES-02346,"Amerzone, L' (Disc 1)",
"Amerzone, L' (France) (Disc 2)",SLES-12346,"Amerzone, L' (Disc 2)",
Analog Controller Service Disc (Revised) (Europe),PEPX-94009,Analog Controller Service Disc (Revised),
Analog Controller Service Disc (Revised) (USA),PUPX-93010,Analog Controller Service Disc (Revised),
Analog Controller Service Disc (USA),PUPX-93008,Analog Controller Service Disc,
"Anastasia (Europe) (En,Fr,De,Nl)",SLES-02961,Anastasia,
Ancient Roman - Power of Dark Side (Japan) (Disc 1),SLPS-01108,Ancient Roman - Power of Dark Side (Disc 1),アンシャントロマン～Ｐｏｗｅｒ　ｏｆ　Ｄａｒｋ　Ｓｉｄｅ～ (DISC 1)
Ancient Roman - Power of Dark Side (Japan) (Disc 2),SLPS-01109,Ancient Roman - Power of Dark Side (Disc 2),アンシャントロマン～Ｐｏｗｅｒ　ｏｆ　Ｄａｒｋ　Ｓｉｄｅ～ (DISC 2)
Ancient Roman Extra (Japan) (Demo),SLPM-80141,Ancient Roman Extra (Demo),アンシャント・ロマン
Andretti Racing (Europe),SLES-00438,Andretti Racing,
Andretti Racing (France),SLES-00439,Andretti Racing,
Andretti Racing (Germany),SLES-00440,Andretti Racing,
Andretti Racing (Japan),SLPS-00759,Andretti Racing,アンドレッティ　レーシング
Andretti Racing (USA),SLUS-00264,Andretti Racing,
Angel Blade - Neo Tokyo Guardians (Japan),SLPS-00894,Angel Blade - Neo Tokyo Guardians,エンジェル・ブレード
Angel Blade - Neo Tokyo Guardians (Japan) (Demo),SLPM-80094,Angel Blade - Neo Tokyo Guardians (Demo),エンジェル・ブレード
Angel Blade - Neo Tokyo Guardians (Japan) (Major Wave),SLPM-86960,Angel Blade - Neo Tokyo Guardians (Major Wave),エンジェル・ブレード
Angel Graffiti - Anata e no Profile (Japan),SLPS-00163,Angel Graffiti - Anata e no Profile,エンジェルグラフィティ　あなたへのプロフィール
Angel Graffiti - Anata e no Profile (Japan),SLPS-00306,,
Angelique - Tenkuu no Requiem (Japan),SLPM-86165,Angelique - Tenkuu no Requiem,アンジェリーク　天空の鎮魂歌
Angelique - Tenkuu no Requiem (Japan),SLPM-86289,Angelique Tenkuu No Requiem (Koei Summer Campaign),
Angelique - Tenkuu no Requiem (Japan),SLPM-86595,,
Angelique - Tenkuu no Requiem (Japan) (Premium Box),SLPM-86164,Angelique Tenkuu No Requiem (Premium Box),
Angelique - Tenkuu no Requiem (Japan) (Premium Box),SLPM-86510,Angelique - Tenkuu no Requiem (Angelique History),
Angelique Duet (Japan),SLPS-01337,Angelique Duet,
Angelique Duet (Japan),SLPM-86493,Angelique Duet,アンジェリーク　デュエット
Angelique Duet (Japan) (Angelique History),SLPM-86509,Angelique Duet (Angelique History),
Angelique Special (Japan),SLPM-86189,Angelique Special,アンジェリークＳｐｅｃｉａｌ
Angelique Special (Japan),SLPM-86506,,
Angelique Special (Japan),SLPM-86787,Angelique Special [Koei Teiban Series],
Angelique Special 2 (Japan),SLPS-00805,,
Angelique Special 2 (Japan),SLPM-86492,Angelique Special 2,アンジェリークＳｐｅｃｉａｌ　２
Angelique Special 2 (Japan) (Premium Box),SLPS-00745,Angelique Special 2 [Premium Box],
Angelique Special 2 (Japan) (Premium Box),SLPM-86508,Angelique Special 2 (Angelique History),
"Animal Football (Europe) (En,Fr,De)",SLES-04071,Animal Football,
Animal Snap - Rescue Them 2 by 2 (Europe),SLES-04036,Animal Snap - Rescue Them 2 by 2,
Animaniacs - Ten Pin Alley (USA),SLUS-00784,Animaniacs - Ten Pin Alley,
Animetic Story Game 1 - Card Captor Sakura (Japan) (Disc 1),SLPS-01830,Animetic Story Game 1 - Cardcaptor Sakura (Disc 1),アニメチックストーリーゲーム１　カードキャプターさくら (DISC 1)
Animetic Story Game 1 - Card Captor Sakura (Japan) (Disc 2),SLPS-01831,Animetic Story Game 1 - Cardcaptor Sakura (Disc 2),アニメチックストーリーゲーム１　カードキャプターさくら (DISC 2)
Animorphs - Shattered Reality (USA),SLUS-01010,Animorphs - Shattered Reality,
Ankh - Tutankhamen no Nazo (Japan) (Disc 1),SLPS-01068,Ankh - Tutankhamen no Nazo (Disc 1),ツタンカーメンの謎　アンク (DISC 1)
Ankh - Tutankhamen no Nazo (Japan) (Disc 2),SLPS-01069,Ankh - Tutankhamen no Nazo (Disc 2),ツタンカーメンの謎　アンク (DISC 2)
Anna Kournikova's Smash Court Tennis (Europe),SCES-01833,Anna Kournikova's Smash Court Tennis,
Anna Kournikova's Smash Court Tennis (Europe) (Rev 1),SCES-01833,Anna Kournikova's Smash Court Tennis,
Annanjarin (Japan),SLPS-01424,Annanjarin,
Ano Ko Doko no Ko (Japan),SLPS-01522,Ano Ko Doko no Ko,あのこどこのこ
Another Memories (Japan),SLPS-01431,Another Memories,アナザー・メモリーズ
Another Mind (Japan),SLPS-01655,Another Mind,アナザー・マインド
Another Mind (Japan) (Demo),SLPM-80321,Another Mind (Demo),アナザー・マインド
Anstoss - Premier Manager (Germany),SLES-02563,Anstoss - Premier Manager,
Ao no 6-gou - Antarctica (Japan) (Disc 1),SLPS-02940,Ao no 6-gou - Antarctica (Disc 1),青の６号　アンタクティカ (DISC 1)
Ao no 6-gou - Antarctica (Japan) (Disc 2),SLPS-02941,Ao no 6-gou - Antarctica (Disc 2),青の６号　アンタクティカ (DISC 2)
Aoki Ookami to Shiroki Mejika - Genchou Hishi (Japan),SLPS-01579,Aoki Ookami to Shiroki Mejika - Genchou Hishi,蒼き狼と白き牝鹿・元朝秘史
Aozora to Nakama-tachi - Yume no Bouken Plus (Japan),SLPS-03564,Aozora to Nakama-tachi - Yume no Bouken Plus,アオ・ゾーラと仲間たち　夢の冒険プラス
Ape Escape - La Invasion de los Monos (Spain),SCES-02031,Ape Escape - La Invasion de los Monos,
Ape Escape (Europe),SCES-01564,Ape Escape,
Ape Escape (Europe) (Demo),SCED-02133,Ape Escape (Demo),
Ape Escape (France),SCES-02028,Ape Escape,
Ape Escape (Italy),SCES-02030,Ape Escape,
Ape Escape (USA),SCUS-94423,Ape Escape,
Ape Escape (USA) (Demo 1),SCUS-94470,Ape Escape (Demo 1) (EDC),
Ape Escape (USA) (Demo 2),SCUS-94489,Ape Escape (Demo 2),
Ape Escape (USA) (Demo 2) (EDC),SCUS-94489,Ape Escape (Demo 2),
Apocalypse (Europe),SLES-00460,Apocalypse,
Apocalypse (Europe) (Demo),SLED-01610,Apocalypse (Demo),
Apocalypse (France),SLES-00834,Apocalypse,
Apocalypse (Germany),SLES-00835,Apocalypse,
Apocalypse (Italy),SLES-01463,Apocalypse,
Apocalypse (Japan),SLPM-86879,Apocalypse,アポカリプス
Apocalypse (USA),SLUS-00373,Apocalypse,
"Aqua GT (Europe) (En,Fr,De,Es,It,Nl)",SLES-03390,Aqua GT,
Aqua Paradise (Japan),SLPS-03095,Aqua Paradise,アクアパラダイス
Aquanaut no Kyuujitsu - Memories of Summer 1996 (Japan),SLPS-00406,Aquanaut no Kyuujitsu - Memories of Summer 1996,アクアノートの休日　－ＭＥＭＯＲＩＥＳ　ＯＦ　ＳＵＭＭＥＲ　１９９６－
Aquanaut no Kyuujitsu - Memories of Summer 1996 (Japan) (Artdink Best Choice),SLPS-02023,Aquanaut no Kyuujitsu - Memories of Summer 1996 (Artdink Best Choice),アクアノートの休日　－ＭＥＭＯＲＩＥＳ　ＯＦ　ＳＵＭＭＥＲ　１９９６－
Aquanaut no Kyuujitsu (Japan),SLPS-00060,Aquanaut no Kyuujitsu,アクアノートの休日
Aquanaut no Kyuujitsu 2 (Japan),SLPS-02141,Aquanaut no Kyuujitsu 2,アクアノートの休日２
Aquanaut no Kyuujitsu 2 (Japan),SLPS-02919,Aquanaut no Kyuujitsu 2 [Artdink Best Choice],
Aquanaut no Kyuujitsu 2 (Japan) (Demo),SLPM-80449,Aquanaut no Kyuujitsu 2 (Demo),アクアノートの休日２
Aquanaut's Holiday (Europe),SCES-00241,Aquanaut's Holiday,
Aquanaut's Holiday (USA),SCUS-94603,Aquanaut's Holiday,
Aquarian Age - Tokyo Wars (Japan),SLPS-02731,Aquarian Age - Tokyo Wars,アクエリアン・エイジ　～東京・ウォーズ～
Arc the Lad - Monster Game with Casino Game (Japan) (Disc 1) (Monster Game),SCPS-10040,Arc the Lad - Monster Game with Casino Game (Disc 1) (Monster Game),アークザラッド・モンスターゲーム　ウィズ　カジノ　ゲーム
Arc the Lad - Monster Game with Casino Game (Japan) (Disc 2) (Casino Game),SCPS-10041,Arc the Lad - Monster Game with Casino Game (Disc 2) (Casino Game),アークザラッド・モンスターゲーム　ウィズ　カジノ　ゲーム
Arc the Lad (Japan),SCPS-10008,Arc the Lad,アークザラッド
Arc the Lad (Japan) (Rev 1),SCPS-10008,Arc the Lad,アークザラッド
Arc the Lad (Japan) (Rev 1),SCPS-91004,,
Arc the Lad Collection - Arc Arena - Monster Tournament (USA),SLUS-01255,Arc the Lad Collection - Arc Arena - Monster Tournament,
Arc the Lad Collection - Arc Arena - Monster Tournament (USA) (Beta) (2001-10-16),SLUS-01255,Arc the Lad Collection - Arc Arena - Monster Tournament,
Arc the Lad Collection - The Making of Arc the Lad (USA),SLUS-01256,Arc the Lad Collection - The Making of Arc the Lad,
Arc the Lad Collection - The Making of Arc the Lad (USA) (Beta) (2001-11-20),SLUS-01256,Arc the Lad Collection - The Making of Arc the Lad,
Arc the Lad II - Characters & World CG Movie Collection (Japan),PCPX-96050,,
Arc the Lad II - Characters & World CG Movie Collection (Japan),SCPM-85005,Arc the Lad II - Characters & World CG Movie Collection,アークザラッドⅡ　キャラクターズ＆ワールド　ＣＧムービー　コレクション
Arc the Lad II (Japan),SCPS-10026,Arc the Lad II,アークザラッドⅡ
Arc the Lad II (Japan) (Rev 1),SCPS-91071,Arc the Lad II,アークザラッドＩＩ
Arc the Lad II (Japan) (Rev 1),SCPS-91310,,
Arc the Lad III (Japan) (Demo 1),PAPX-90093,Arc the Lad III (Demo 1),アークザラッドⅢ
Arc the Lad III (Japan) (Demo 2),PAPX-90099,Arc the Lad III (Demo 1),アークザラッドⅢ
Arc the Lad III (Japan) (Demo 3),PCPX-96176,Arc the Lad III (Demo 2),アークザラッドⅢ
Arc the Lad III (Japan) (Disc 1),SCPS-10106,Arc the Lad III (Disc 1),アークザラッドⅢ (DISC 1)
Arc the Lad III (Japan) (Disc 1) (Rev 1),SCPS-91228,Arc the Lad III (Disc 1),アークザラッドⅢ (DISC 1)
Arc the Lad III (Japan) (Disc 1) (Rev 1),SCPS-91316,,
Arc the Lad III (Japan) (Disc 2),SCPS-10107,Arc the Lad III (Disc 2),アークザラッドⅢ (DISC 2)
Arc the Lad III (Japan) (Disc 2) (Rev 1),SCPS-91229,Arc the Lad III (Disc 2),アークザラッドⅢ (DISC 2)
Arc the Lad III (Japan) (Disc 2) (Rev 1),SCPS-91317,,
Arcade Gears - ImageFight & XMultiply (Japan),SLPS-01267,Arcade Gears - ImageFight & XMultiply,ＡＧアーケード・ギアーズ　イメージファイト＆Ｘ‐マルチプライ
Arcade Gears - Pu-Li-Ru-La (Japan),SLPS-00928,Arcade Gears - Pu-Li-Ru-La,ＡＧアーケード・ギアーズ　ブリルラ
Arcade Gears - Wonder 3 (Japan),SLPS-00927,Arcade Gears - Wonder 3,ＡＧアーケード・ギアーズ　ワンダー３
Arcade Hits - Crazy Climber (Japan),SLPM-87067,Arcade Hits - Crazy Climber,アーケード・ヒッツ　「クレイジー・クライマー」
Arcade Hits - Frisky Tom (Japan),SLPM-87118,Arcade Hits - Frisky Tom,アーケード・ヒッツ　「フリスキー・トム」
Arcade Hits - Magical Drop (Japan),SLPM-87173,Arcade Hits - Magical Drop,アーケード・ヒッツ　「マジカル・ドロップ」
Arcade Hits - Moon Cresta (Japan),SLPM-87082,Arcade Hits - Moon Cresta,アーケード・ヒッツ　「ムーン・クレスタ」
Arcade Hits - Raiden (Japan),SLPM-86613,Arcade Hits - Raiden,アーケード・ヒッツ　「雷電」
Arcade Hits - Shienryuu (Japan),SLPM-87228,Arcade Hits - Shienryuu,アーケード・ヒッツ　「紫炎龍」
Arcade Hits - Sonic Wings Special (Japan),SLPM-87137,Arcade Hits - Sonic Wings Special,アーケード・ヒッツ　「ソニック・ウィングス・スペシャル」
Arcade Hits - Soukyuu Gurentai (Japan),SLPM-87255,Arcade Hits - Soukyuu Gurentai,アーケード・ヒッツ　「蒼穹紅蓮隊」
Arcade Hits - Suiko Enbu - Outlaws of the Lost Dynasty (Japan),SLPM-87145,Arcade Hits - Suiko Enbu - Outlaws of the Lost Dynasty,アーケード・ヒッツ　「水滸演武」
Arcade Hits - Wolf Fang - Kuuga 2001 (Japan),SLPM-87270,Arcade Hits - Wolf Fang - Kuuga 2001,アーケード・ヒッツ　「ウルフ・ファング」
"Arcade Party Pak (Europe, Australia)",SLES-02339,Arcade Party Pak,
Arcade Party Pak (USA),SLUS-00952,Arcade Party Pak,
Arcade's Greatest Hits - The Atari Collection 1 (Europe),SLES-00466,Arcade's Greatest Hits - The Atari Collection 1,
Arcade's Greatest Hits - The Atari Collection 1 (USA),SLUS-00399,Arcade's Greatest Hits - The Atari Collection 1,
Arcade's Greatest Hits - The Atari Collection 2 (Europe),SLES-00712,Arcade's Greatest Hits - The Atari Collection 2,
Arcade's Greatest Hits - The Atari Collection 2 (USA),SLUS-00449,Arcade's Greatest Hits - The Atari Collection 2,
Arcade's Greatest Hits - The Midway Collection 2 (Europe),SLES-00739,Arcade's Greatest Hits - The Midway Collection 2,
Arcade's Greatest Hits - The Midway Collection 2 (USA),SLUS-00450,Arcade's Greatest Hits - The Midway Collection 2,
Arcana Senki Ludo (Japan),SLPS-01438,Arcana Senki Ludo,アルカナ戦記　ルド
"Arc-en-Ciel, L' - Light my Fire (Japan)",SLPM-80299,L'Arc-en-Ciel - Light my Fire,
Archer Maclean's 3D Pool (Europe),SLES-04096,Archer Maclean's 3D Pool,
Are!Mo KoreMo Momotarou (Japan),SLPS-00428,Are!Mo KoreMo Momotarou,あれ！も　これ？も　桃太郎
"Area 51 (Europe) (En,Fr,De,Es)",SLES-00578,Area 51,
"Area 51 (Europe) (En,Fr,De,Es) (Midway Classics)",SLES-03783,Area 51 (Midway Classics),
Area 51 (Japan),SLPS-00726,Area 51,エリア５１
Area 51 (Japan) (Special Pack),SLPS-00725,Area 51 (Special Pack),エリア５１　スペシャルパック
Area 51 (USA),SLUS-00164,Area 51,
Area 51 (USA) (Rev 1),SLUS-00164,Area 51,
"Ark of Time (Europe) (En,Fr,De,Es,It)",SLES-00748,Ark of Time,
Arkanoid R 2000 (Japan),SLPM-86262,Arkanoid R 2000,アルカノイドＲ　２０００
Arkanoid Returns (Japan),SLPS-00948,Arkanoid Returns,アルカノイドリターンズ
Armed Fighter (Japan),SLPS-01598,Armed Fighter,アームド・ファイター
Armored Core - Master of Arena (Japan) (Demo),SLPM-80371,Armored Core - Master of Arena (Demo),
Armored Core - Master of Arena (Japan) (Disc 1),SLPS-01855,Armored Core - Master of Arena (Disc 1),アーマードコア　マスターオブアリーナ (DISC 1)
Armored Core - Master of Arena (Japan) (Disc 1),SLPS-91188,,
Armored Core - Master of Arena (Japan) (Disc 1) (PSone Books),SLPS-91444,Armored Core - Master of Arena (Disc 1) (PSone Books),アーマードコア　マスターオブアリーナ
Armored Core - Master of Arena (Japan) (Disc 2),SLPS-01856,Armored Core - Master of Arena (Disc 2),アーマードコア　マスターオブアリーナ (DISC 2)
Armored Core - Master of Arena (Japan) (Disc 2),SLPS-91189,,
Armored Core - Master of Arena (Japan) (Disc 2) (PSone Books),SLPS-91445,Armored Core - Master of Arena (Disc 2) (PSone Books),アーマードコア　マスターオブアリーナ
Armored Core - Master of Arena (USA) (Disc 1),SLUS-01030,Armored Core - Master of Arena (Disc 1),
Armored Core - Master of Arena (USA) (Disc 2),SLUS-01081,Armored Core - Master of Arena (Disc 2),
Armored Core - Project Phantasma (Japan),SLPS-01130,Armored Core - Project Phantasma,アーマードコア　プロジェクトファンタズマ
Armored Core - Project Phantasma (Japan) (PlayStation the Best),SLPS-91110,Armored Core - Project Phantasma (PlayStation the Best),アーマード・コア　プロジェクトファンタズマ
Armored Core - Project Phantasma (Japan) (PlayStation the Best),SLPS-91424,,
Armored Core - Project Phantasma (Japan) (Rev 1),SLPS-01130,Armored Core - Project Phantasma,アーマードコア　プロジェクトファンタズマ
Armored Core - Project Phantasma (USA),SLUS-00670,Armored Core - Project Phantasma,
"Armored Core (Europe) (En,Fr,De,Es,It)",SCES-00842,Armored Core,
