No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,SHA256
Atomic Robo-Kid (USA),SEGA MEGA DRIVE,(C)T-24 1990.APR,ＡＴＯＭＩＣ　ＲＯＢＯ−ＫＩＤ,ATOMIC ROBO-KID,GM,T-24016,0,61465 (0xF019),U,60ed909048f49330e5094c069e310d69c1094b50e5bce1d6e0635ebaedc5efe4
Atomic Runner (Europe),SEGA MEGA DRIVE,(C)T-13 1992.MAR,CHELNOV,ATOMIC RUNNER,GM,MK1140,0,35554 (0x8AE2),E,b580c702bace932e4f8548e604dd9d06caf0e96ad89c3b1244d77bd9e0c17e91
Atomic Runner (USA),SEGA MEGA DRIVE,(C)T-13 1992.MAR,CHELNOV,ATOMIC RUNNER,GM,T-13073,0,21700 (0x54C4),J,03cf042ee4e0fd90a000e9c880cfffd08d0563016d0fe0fa71644a9edf45c5d8
ATP Tour (Europe),SEGA MEGA DRIVE,(C)SEGA 1994.AUG,ATP Tour Championship Tennis,ATP Tour Championship Tennis,GM,MK-1234,50,63109 (0xF685),E,075918eb18448e82bc23888c3aef3fd12b7a8512f4b985da781ec526632b4960
ATP Tour Championship Tennis (USA),SEGA GENESIS,(C)SEGA 1994.AUG,ATP Tour Championship Tennis,ATP Tour Championship Tennis,GM,MK-1234,0,43184 (0xA8B0),U,0171cbc2237f1c6e2351c14bfadea19681e35aba1b06a4a2fd28c16cc4615852
Australian Rugby League (Europe),SEGA GENESIS,(C)T-50 1995.012,AUSTRALIAN RUGBY LEAGUE,AUSTRALIAN RUGBY LEAGUE,GM,T-172106-01,(unknown),17599 (0x44BF),E,12ef4a6db7bb1fb670aebb1481fbc413cdac41b2a6fde1779a639371aa602c0c
Awesome Possum (Japan) (En),SEGA MEGA DRIVE,(C)T-48 1993.DEC,Awesome Possum,Awesome Possum,GM,T-48153,0,46125 (0xB42D),JUE,f94c76f0188f3f1030eab9e87b54ef7ada25e61bbb55b2008a8ab84f23d1a4e5
Awesome Possum... ...Kicks Dr. Machino's Butt (USA),SEGA GENESIS,(C)T-48 1993.JUL,Awesome Possum,Awesome Possum,GM,T-48226,0,11766 (0x2DF6),UJE,b4366b78e49f91d10433f6e75956e36485ac72f71c019a57f745aef56f053b4d
Aworg (Japan) (Game no Kanzume Vol. 2),SEGA MEGA DRIVE,(C)SEGA 1990.AUG,ｾｶﾞ･ﾈｯﾄ･ｶｰﾄﾘｯｼﾞ･「ゲーム図書館」,"SEGA NET CARTRIDGE ""GAME LIBRARY""",GM,00054503-00,(unknown),38667 (0x970B),J,7953d7b7d80a2f0eba1c2d2546a4e6e010cf2985b243634fc56c0f6024859767
Aworg (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),43497 (0xA9E9),J,b9113891fa93857965303915b8dd05539b5c249c4d854dc11415d241d83fed9b
"Ayrton Senna's Super Monaco GP II (Japan, Europe) (En,Ja)",SEGA MEGA DRIVE,(C)SEGA 1992.MAY,Ayrton Senna's  Super Monaco GP II,Ayrton Senna's  Super Monaco GP II,GM,00005514-00,(unknown),258 (0x0102),JE,3a1fdc1bd379b5f60cbd7776756b1a89b145f6bffef55973b4df9ade63f5c689
"Ayrton Senna's Super Monaco GP II (USA) (En,Ja)",SEGA GENESIS,(C)SEGA 1992.MAY,Ayrton Senna's  Super Monaco GP II,Ayrton Senna's  Super Monaco GP II,MK,00001135-00,(unknown),23239 (0x5AC7),U,c02206602e00dd8e9b6c38943b8a3be41e37d2d21c1768cf342900bce11ab4f0
"B.O.B. (USA, Europe)",SEGA GENESIS,(C)T-50 1993.JUL,B.O.B.,B.O.B.,GM,T-50586,1,10205 (0x27DD),UEJ,4a73d4b7a9950a03739611109bb525a0a00d1ebaeb8a35061f26c0f2f42ae7b9
Back to the Future Part III (Europe),SEGA MEGA DRIVE,(C)T-69 1991.JUL,BTTF3,BTTF3,GM,#NAME?,(unknown),59031 (0xE697),JUE,0b8ba22efa9a0e5a0e92a000c748ab9abbf3385decd426c3c027706a96ac97b7
Back to the Future Part III (USA),SEGA MEGA DRIVE,(C)T-69 1991.JUL,BTTF3,BTTF3,GM,#NAME?,(unknown),36030 (0x8CBE),JUE,cfb9d6977f0457ea74db99b8305ddf530381fe31e7e2c45d59c46f0e69f9435e
"Bad Omen (Japan, Korea) (En)",SEGA MEGA DRIVE,(C)T-28 1992.JAN,BADOMEN,DEVILISH,GM,T-28043,0,63886 (0xF98E),J,fb9e9bc9c45e7cb6908e8c4498df673e287bb62fbe01ff53b01ffbe2951dd024
Bahamut Senki (Japan),SEGA MEGA DRIVE,(C)SEGA 1990.DEC,War History in BAHAMUT,(unknown),GM,00004521-00,(unknown),61639 (0xF0C7),J,f362b3cfb9c5dce52f881f6ea281dde5398ae74fe40d44fe0add56d90ad4dd04
"Ball Jacks (Japan, Europe) (En)",SEGA MEGA DRIVE,(C)T-14 1992.MAY,BALL JACKS,BALL JACKS,GM,MK-1078-50,(unknown),3740 (0x0E9C),JE,deed4d864ad1302f5845589c9bf636142abc568666fa0bde4d1f8d3581fe5b8c
"Ballz 3D - The Battle of the Ballz (USA, Europe)",SEGA GENESIS,(C)T-1191994.JUL,Ballz,Ballz,GM,T-119126-00,(unknown),36795 (0x8FBB),JUE,7a303995125b6c301bce4f9b8ffbce3afb2548537e65559e8f667b93483770a6
Barbie Super Model (USA),SEGA GENESIS,(C)T112 1993.SEP,BARBIE:SUPER MODEL,BARBIE:SUPER MODEL,GM,T-112026-00,(unknown),41152 (0xA0C0),U,5b7e0af3d5aa2f61a05ab447c849c861cfc76360d20b8999a7b0652aaa1f2828
Bare Knuckle III (Japan),SEGA MEGA DRIVE,(C)SEGA 1994.JAN,BARE KNUCKLE3,STREETS OF RAGE3,GM,G-4116-00,(unknown),45906 (0xB352),J,70d40c55c40a1db40be7e5845aaa60a39b123362b8c48a21cec7ebe6f6d1cd60
Barkley Shut Up and Jam 2 (USA),SEGA GENESIS,(C)T-1191995.FEB,Barkley Shut Up and Jam 2,Barkley Shut Up and Jam 2,GM,T-119186-00,(unknown),1051 (0x041B),JUE,637b400fe79830368feb52c3d21fd5badeddfe6cea08b7e07fa8f6d34822e5b8
"Barkley Shut Up and Jam! (USA, Europe)",SEGA GENESIS,(C)T-1191994.JAN,Barkley Shut Up and Jam!,Barkley Shut Up and Jam!,GM,T-119066-00,(unknown),11110 (0x2B66),JUE,ddb17a0449cdd4073043eb54ae6ab2edb125eaf833d8c530dec2e32c3fd926ff
Barney's Hide & Seek Game (USA),SEGA GENESIS,(C)SEGA 1993.SEP,BARNEY'S HIDE AND SEEK,BARNEY'S HIDE AND SEEK,GM,MK-1534,0,64673 (0xFCA1),U,7ee0f78843a3f8437e7262fd9a8f172825432be88a41e44a578801423f1a3e8b
Bass Masters Classic - Pro Edition (USA),SEGA GENESIS,(C)SEGA 1996.NOV,BASS MASTERS PRO,BASS MASTERS PRO,GM,T-100116-00,(unknown),45019 (0xAFDB),F,176fa70baa7fd40221c03fdcfd669728994265427cb7e17662249d1dd3478a8a
Bass Masters Classic (USA),SEGA GENESIS,(C)T-100 1995.05,BASSMASTERS,BASSMASTERS,GM,T-100096-00,(unknown),22309 (0x5725),4,4082d65c4fa481e993fb17075cc304c244eb5fc6991e1cfc1da92ab2fead4e2b
Batalha Naval (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),42491 (0xA5FB),UEJ,5fbf17385dd67fcb6070ea0662654d13f672366b46f4d278359cf7c6897f0e70
Batman - Revenge of the Joker (USA),SEGA GENESIS,(C)T-15 1992.DEC,BATMAN: REVENGE OF THE JOKER,BATMAN: REVENGE OF THE JOKER,GM,T-015046-00,(unknown),44685 (0xAE8D),U,fe9cde5ba22a661420014caf98aad6e3d9803e1a4fa87fef2951709bc0164029
Batman - The Video Game (USA),SEGA MEGA DRIVE,(C)T-15 1991.MAY,BATMAN,BATMAN,GM,T-15016,0,45285 (0xB0E5),UE,db285e94aa9835f957f58a8df97f3d5a43416dd0e8bb78966b670d5573290ead
Batman (Europe),SEGA MEGA DRIVE,(C)T-15 1992.JAN,BATMAN,BATMAN,GM,MK-1044-50,(unknown),45843 (0xB313),E,93860d14494f3c439494acd8b333e4c6f07f2eb9423743e611aa063994cfa8fd
Batman (Japan),SEGA MEGA DRIVE,(C)T-15 1990.JUL,BATMAN,BATMAN,GM,T-15043,0,26421 (0x6735),J,b1d9e672c03ae08983c5d392d411704cd8ba4e70940c0f322dc10d8fa8dbbf89
Batman Forever (World),SEGA GENESIS,(C)T-81 1995.JUL,BATMAN FOREVER,BATMAN FOREVER,GM,T-81336,0,48223 (0xBC5F),F,570342598b8653d8e05fed442dce0bdafd02565b6ab8bbd389afc064c986e117
Batman Returns (World),SEGA GENESIS,(C)SEGA 1992.OCT,BATMAN RETURNS,BATMAN RETURNS,GM,MK-1045,0,7429 (0x1D05),U,17206b13e2899cdc2ed2f52f7215440f5f87af07d6a9d5e9fb2d2f870d7f69c4
Battle Golfer Yui (Japan),SEGA MEGA DRIVE,(C)SEGA 1991.JAN,バトルゴルファー唯,BATTLE-GOLFER YUI,GM,G-4040,0,29307 (0x727B),J,6f0eafce52aa8883f961d7828618c225174fa8454b02ee43c2b4ccdd3e3a2d38
Battle Mania (Japan),SEGA MEGA DRIVE,(C)VIC  1992.FEB,BATTLE MANIA,TROUBLE SHOOTER,GM,T-23013-,0,37007 (0x908F),U,246e0a8da5d00e054af3fdeca8d54ca713163f9d29bb935336199182a6fe3b51
"Battle Mania Daiginjou (Japan, Korea) (Ja)",SEGA MEGA DRIVE,(C)VIC  1993.SEP,BATTLE MANIA 2,TROUBLE SHOOTER VINTAGE,GM,T-23043-,0,37683 (0x9333),J,72ec3c4c4c7dae8e0f4328ab67b8caa6e23147e44308fb165829399e7269cb84
"Battle Squadron (USA, Europe)",SEGA GENESIS,(C)T-50 199X.XXX,AGAME,AGAME,GM,T-XXXXX,#NAME?,52545 (0xCD41),U,42aa637a1a28921abbca77c30647ab99c5fc84ab3a55b7be04070efffb5f6481
Battlemaster (USA),SEGA MEGA DRIVE,(C)T-69 1991.AUG,BATTLEMASTER,BATTLEMASTER,GM,T-69066,0,47665 (0xBA31),JUE,1642a221e5e836fbf95e1a4f863ac07742596fe7763447636499da2f25bdbe48
Battletech - A Game of Armored Combat (USA),SEGA GENESIS,(C)T-22 1994.JUL,EXTREME         BATTLETECH,BATTLETECH,GM,T-22066,0,33027 (0x8103),U,a70d7224609fb97f752515a177dcc8a4f9e5d9530b3011373b093eb613b64e4e
Battletoads (World),SEGA MEGA DRIVE,(C)SEGA 1992.DEC,BATTLE TOADS,BATTLE TOADS,GM,G-4074,0,42282 (0xA52A),JUE,3edb61931f60fca54f0b0c6bdf92883a06c558e53f56f02c4a989b859279dc63
Battletoads-Double Dragon (USA),SEGA GENESIS,(C)T-97 1993.AUG,BATTLETOADS AND DOUBLE DRAGON,BATTLETOADS AND DOUBLE DRAGON,GM,T-97066-00,(unknown),20667 (0x50BB),U,9495cd242757f76e76e77c55d7236d7142c3368a57454dcbda440128b1c2eb74
Beast Warriors (Japan),SEGA MEGA DRIVE,(C)T-49 1991.JUL,ビーストウォリアーズ,Beast Warriors,GM,T-49053,0,61052 (0xEE7C),J,aee2e2598170b36c96b126c76f87355a33d872585a226fbe9965082759deb9cd
Beast Wrestler (USA),SEGA MEGA DRIVE,(C)T-49 1991.JUL,ビーストウォーリアーズ,Beast Wrestler,GM,T-49116,0,45371 (0xB13B),U,4912f3e05ac9caaaf7d6f96c1205540e3a0929d8243dc9b0468cfc00347b8cac
Beauty and the Beast - Belle's Quest (USA),SEGA GENESIS,(C)T-15 1993.SEP,BELLES QUEST,BELLES QUEST,GM T-,15106-00,(unknown),46885 (0xB725),U,e11c309ea5c91e49cbea802a17bbbf2da206d7a09d9160f4482c39861d104ce6
Beauty and the Beast - Roar of the Beast (USA),SEGA GENESIS,(C)T-15 1993.SEP,ROAR OF THE BEAST,ROAR OF THE BEAST,GM T,-15116,(unknown),5199 (0x144F),U,ea1cb1e2832b8a2ea306e48f4aafa76351629b5888b9e82181a2b811d303c075
Beavis and Butt-Head (Europe),SEGA GENESIS,(C)T-1391994.OCT,Beavis and Butthead,Beavis and Butthead,GM,T-139016-50,(unknown),58325 (0xE3D5),UE,03fd23b788d6bbb1c45d8c889b05b031bba2d32017a1a83c092ecb82edc516fd
Beavis and Butt-Head (USA),SEGA GENESIS,(C)T-1391994.OCT,Beavis and Butthead,(unknown),GM,T-139016-00,(unknown),42792 (0xA728),U,31ffc43189f892be91e4cba0dda971039a6c52a2d6295b8ace3669c443507567
"Berenstain Bears' Camping Adventure, The (USA)",SEGA GENESIS,(C)SEGA 1994.AUG,BERENSTAIN BEARS' CAMPING ADVENTURE,BERENSTAIN BEARS' CAMPING ADVENTURE,GM,MK-1548,0,60398 (0xEBEE),U,1779e9507a7ff8961ba6bf067ec1be0cce3c58e4658ca807df8daa64913939eb
Best of the Best - Championship Karate (USA),SEGA GENESIS,(C)T-1071993.DEC,BEST OF THE BEST CHAMPIONSHIP KARATE,BEST OF THE BEST CHAMPIONSHIP KARATE,(unknown),GMT-107016-00A,(unknown),3986 (0x0F92),U,3e632dc6acff1e037d8492f0278885d10e02c013037c5b8cfba227419fd1f32a
Beyond Oasis (USA),SEGA GENESIS,(C)SEGA 1994.NOV,Beyond Oasis,Beyond Oasis,GM,MK-1354,0,39149 (0x98ED),4,eb19bda4982366a2fd43d65ab8a7f9709d83a8cc902c14a682c088c16359c263
Bil Bolha (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)DEVW 2004.MAI,Fica 1,Fica 1,GM,00000000-00,(unknown),26831 (0x68CF),UEJ,e86bac091a84bd74c9e0bbaada5668f4d5091900a20490cec54d56f28cda5650
"Bill Walsh College Football (USA, Europe)",SEGA GENESIS,(C)T-50 1993.JUN,Bill Walsh College Football,Bill Walsh College Football,GM,T-50606,0,34066 (0x8512),UEJ,b90e9d7ecd74980c422ed72575a36d4d378302136faafbc365474e5d037b30fa
Bill Walsh College Football 95 (USA),SEGA GENESIS,(C)T-50 1994.JUN,Bill Walsh College Football '95,Bill Walsh College Football '95,GM,T-50826,0,42497 (0xA601),U,81a62d8ac659b1be6572220da7722ff73a55802407742d8e6fef3bcc873b9c20
Bimini Run (USA),SEGA GENESIS,(C)MISM 1990 APR,Ocean Racer,Bimini Run,GM,T-55016,2,52702 (0xCDDE),JU,f8120d6e6fd3d68dcda576002ae4ba96d6684a378ff2a3867940c5e091cbe9da
"Bio Hazard Battle (USA, Europe)",SEGA GENESIS,(C)SEGA 1992.SEP,CRYING,BIO-HAZARD BATTLE,GM,MK-1060,0,11268 (0x2C04),UE,fb4fc3ae7b131bf831fa410125def0662864f1ee0890bfc6371e4b01a4837a88
Bishoujo Senshi Sailor Moon (Japan),SEGA MEGA DRIVE,(C)T-16 1994.JUN,PS SAILORMOON,PS SAILORMOON,GM,T-16043,0,63027 (0xF633),J,c7fa9584c7b79db3c30f74cb064eec422ab8fdbf378cf4036025883449d3dbed
"Blades of Vengeance (USA, Europe)",SEGA GENESIS,(C)T-50 1993.NOV,Blades of Vengeance,Blades of Vengeance,GM,T-50686,0,16772 (0x4184),EJU,65096787d4db309129ebaf2dade8af44cc89eeecb828efe29e4e683a7bf91d4f
Blaster Master 2 (USA),SEGA GENESIS,(C)T-15 1993.FEB,BLASTER MASTER 2,BLASTER MASTER 2,(unknown),T-15076-00,(unknown),8503 (0x2137),U,aee6ed1d7703a59861611d080886b359e3dcee9206cb6addcee39c246bc61772
Blockbuster World Video Game Championship II (USA),SEGA MEGA DRIVE,(C)T-XX 1993.APR,NBA JAM TOURNAMENT EDITION,NBA JAM TOURNAMENT EDITION,GM,T-81406,0,5810 (0x16B2),JUE,8bdd2fa68e70f727f6c86f8266ec703457e09c2940cbd8f82c3760e2177b88fe
Blockout (World),SEGA GENESIS,(C)T-50 1991.JUN,BLOCKOUT,BLOCKOUT,GM,T-50106,1,55453 (0xD89D),U,10f0473b6affe3be0a5e7e8bbe79bfd8194fa74fe773922d12a70fb8dba17be8
"Bloodshot (Europe) (En,Fr,De,Es)",SEGA MEGA DRIVE,(C)T-88 1994.AUG,BLOODSHOT / BATTLE FRENZY (USA),BLOODSHOT / BATTLE FRENZY (USA),GM,T8812650,1,18874 (0x49BA),UE,e47e35f9e4bb4e42998b814e81dd91d8a5b2941496a989cab3b7afd27ea2667b
Blue Almanac (Japan),SEGA MEGA DRIVE,(C)T-46 1991.MAY,ﾌﾞﾙｰ ｱﾙﾏﾅｯｸ,BLUE ALMANAC,GM,T-46013,0,47676 (0xBA3C),J,f9a79bdc4f5be9ad5d7c584980de665f68137f97647d3ca5a983874387438bbe
Body Count (Brazil) (En),SEGA GENESIS,(C)SEGA 1994.MAR,BODY COUNT,BODY COUNT,GM,MK-1533,0,46553 (0xB5D9),U,9e99645c5dafdeaf617869b20db1dc903859ca07fbdbd766de8d4d25540fae0c
"Body Count (Europe) (En,Fr,De,Es,It)",SEGA MEGA DRIVE,(C)SEGA 1994.MAR,BODY COUNT,BODY COUNT,GM,MK-1533,0,9468 (0x24FC),E,7911ee1a7cd9c36d3d2d69e5eb9394aff0927c50d12b9dd1bc6a40ce823f2fa4
Bomber (Europe) (Sega Reactor),SEGA MEGA DRIVE,(C)SEGA 2005.ABR,MEGA DRIVE 71J,MEGA DRIVE 71J,(unknown),TECTOY,2005,20435 (0x4FD3),U,9d1f4240ff4c2c95c90f574e78942c21458b0398e607a580f538a647b38fe4fd
Bomber (USA) (Sega Gopher),SEGA MEGA DRIVE,(C)SEGA 2005.ABR,MEGA DRIVE 71J,MEGA DRIVE 71J,(unknown),TECTOY,2005,43931 (0xAB9B),U,a7069cc52c34a15eb6dc7ba9cab799b69101719d0807645a6c9fb1068bb0d376
"Bonanza Bros. (Japan, Europe) (En)",SEGA MEGA DRIVE,(C)SEGA 1991.JUL,BONANZA BROS.,BONANZA BROS.,GM,G-4046,0,6977 (0x1B41),JUE,8e0a42f88be76e65cf554dba4fbdf438d44cc96de41795f37be35fc2b07461db
"Bonanza Bros. (Japan, Europe) (En) (Rev A)",SEGA MEGA DRIVE,(C)SEGA 1991.JUL,BONANZA BROS.,BONANZA BROS.,GM,G-4046,1,37163 (0x912B),JUE,b38768538c8bb7e4a4d53a1e0a08cf7c9714fc89974f6c1ec8843d7881c7a336
"Bonanza Bros. (USA, Europe, Korea) (En) (Rev B)",SEGA MEGA DRIVE,(C)SEGA 1991.JUL,BONANZA BROS.,BONANZA BROS.,GM,MK-1124,0,23937 (0x5D81),UE,7f6cbedd52eab56724c422ec8f40c421befba3ed58e5c9f1767721da57344176
"Bonkers (USA, Europe)",SEGA GENESIS,(C)SEGA 1994.SEP,BONKERS,BONKERS,GM,MK-1055,0,61967 (0xF20F),JUE,3fddf061d34ade982f60fc5bad937e7a23c7c69b7e0f6441de75dd2048ac9bf2
Boogerman - A Pick and Flick Adventure (Europe),SEGA GENESIS,(C)T-125 1994.11,BOOGERMAN,BOOGERMAN,GM,T-125066-00,(unknown),57262 (0xDFAE),E,17ab05924cca35495bbb67d9f748f44cc47bf4bddfd0640ebad72f9188f56c38
Boogerman - A Pick and Flick Adventure (USA),SEGA GENESIS,(C)T-125 1994.11,BOOGERMAN,BOOGERMAN,GM,T-125066-00,(unknown),35801 (0x8BD9),U,60750de4ba7f07ee4c8d2bb01ff4b0b5555736d35865bd2d33b34631328954c9
Boogie Woogie Bowling (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.SEP,BOOGIE WOOGIE BOWLING.,(unknown),GM,T-058033-00,(unknown),38534 (0x9686),J,fd9cf08d29e42933be61a78b51fba655e5822d2a4a6dedadd4f6534092a2b1a4
Bottle Taps Race (Europe) (Sega Reactor),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),63796 (0xF934),UEJ,8760b578d16b4959eaa42daf0cee618bb37f7cb8245617dfd6c8c6b100b1f2b0
Boxing Legends of the Ring (USA),SEGA GENESIS,(C)0107 1993.JUN,BOXING LEGENDS OF THE RING,BOXING LEGENDS OF THE RING,GM,00107026-00,(unknown),26558 (0x67BE),U,dd2a995b3cd7199d641786eac2b6417b84e85eeb105d60a646c8a842a3e9df43
Bram Stoker's Dracula (Europe),SEGA GENESIS,(C)T-93 1993.JUN,DRACULA,DRACULA,GM,T-93016,50,44322 (0xAD22),JUE,37dafdfbdd00ee62dcd03656f60e92beaec07c93b937fcfe51ca2a2107c2002d
Bram Stoker's Dracula (USA),SEGA GENESIS,(C)T-93 1993.JUN,DRACULA,DRACULA,GM,T-93016,1,17464 (0x4438),JUE,a677a7269435748a223014a1be0195c66bf440345636b141138aaea7d2c29196
Brett Hull Hockey 95 (USA),SEGA GENESIS,(C)T-1191994.NOV,Brett Hull Hockey '95,Brett Hull Hockey '95,GM,T-119076-00,(unknown),61487 (0xF02F),JUE,2498de5f6c5d23a2dde9a5b60281dbfdc435ff6eb7d2937d770c2ff4f37db926
Brian Lara Cricket (Australia),SEGA MEGA DRIVE,(C)T-1201995.JUN,BRIAN LARA CRICKET,BRIAN LARA CRICKET,GM,T-120106-50,(unknown),32357 (0x7E65),E,1b28d7f1a8eb4c43afa06de8ea98290368b6ec00ec0c1c16de27ce33d892a051
Brian Lara Cricket (Europe),SEGA MEGA DRIVE,(C)T-1201995.MAR,BRIAN LARA CRICKET,BRIAN LARA CRICKET,GM,T-120106-00,(unknown),41656 (0xA2B8),JE,d52223c45d0c29a00003a9782227b775b66640dbfc92bdb9346565c4f97b8cad
Brian Lara Cricket 96 (Europe),SEGA MEGA DRIVE,(C)T-1201996.MAR,BRIAN LARA 96,BRIAN LARA 96,GM,T-120146-50,(unknown),39516 (0x9A5C),E,2de062b59934a4dc7a4bbc0a012b86a7674597be7ef04f8cb78d088cee8a9eee
Brian Lara Cricket 96 (Europe) (Rev 1),SEGA MEGA DRIVE,(C)T-1201996.APR,BRIAN LARA 96,BRIAN LARA 96,GM,T-120146-50,(unknown),50414 (0xC4EE),E,1d36e581171c29cae09457954589916d9e0cfeee193a049f358be428fc7c6421
"Brutal - Paws of Fury (Europe) (En,Fr,De)",SEGA MEGA DRIVE,(C)T-83 1994.NOV,BRUTAL - PAWS OF FURY,BRUTAL - PAWS OF FURY,GM,T-83136,50,42123 (0xA48B),E,a8a28c77560c2fdf5456804114ddaed63f664ef189b8dd2d2b77ca1163811d71
Brutal - Paws of Fury (USA),SEGA GENESIS,(C)T-83 1994.OCT,BRUTAL - PAWS OF FURY,BRUTAL - PAWS OF FURY,GM,T-83136,0,28568 (0x6F98),U,f8ccc732eab9e732f89fd313f1160e45354c92a022ff97bc7bf64ddf413f85cb
Bubba 'N' Stix (Europe),SEGA MEGA DRIVE,(C) CORE 1993,BUBBA 'N' STIX,BUBBA 'N' STIX,GM,T-115026-00,(unknown),23333 (0x5B25),E,87c81c01750b84616a868ff54d18e689e7715ae875d49780a6bbb19fa9d15f05
Bubba 'N' Stix (USA),SEGA GENESIS,(C)T-1151994.APR,BUBBA 'N' STIX,BUBBA 'N' STIX,GM,T-115026-00,(unknown),34459 (0x869B),U,ab4d97f155994d39094f6174ec048b4c9dc75d6b2b39da6c237c92c18ac7d2b2
Bubble and Squeak (Europe),SEGA MEGA DRIVE,(C)T-15 1994.MAY,BUBBLE AND SQUEAK,BUBBLE AND SQUEAK,GM,T-015096,50,41517 (0xA22D),E,e1620451ee4f01bf2ae230bb16f40f3f5af8b0b5a75ffffb8062396b775a6ede
Bubble and Squeak (USA),SEGA GENESIS,(C)T-15 1994.MAY,BUBBLE AND SQUEAK,BUBBLE AND SQUEAK,GM,T-015096,0,41517 (0xA22D),U,fbd7bf71eccf2f654049178440769fe709ae507c5607b809d6e1cc8a6c4d7acd
"Bubsy II (USA, Europe)",SEGA GENESIS,(C)T-1191994.AUG,BUBSY 2,BUBSY 2,GM,T-119136-00,(unknown),47791 (0xBAAF),JUE,c714fa8d8570c397be504405f0bad23c782141d8faa17acfadd1be6abfcd4f5c
"Bubsy in - Claws Encounters of the Furred Kind (USA, Europe)",SEGA GENESIS,(C)T-11 1993.JUN,Bubsy,Bubsy,GM,T-119026-00,(unknown),52840 (0xCE68),JUE,9a194c00569e386fc4b2293c2d9996ba7961f7c0c49d3ec3c1399feab988b94f
"Buck Rogers - Countdown to Doomsday (USA, Europe)",SEGA GENESIS,(C)T-50 1991.DEC,BUCK RODGERS COUNTDOWN TO DOOMSD,BUCK RODGERS COUNTDOWN TO DOOMSD,GM,T-50286,0,55222 (0xD7B6),U,997cbd682bc7c0636302f07219d9152244c8ae06028fd7d91463d35756630ce5
Budokan - The Martial Spirit (Europe),SEGA GENESIS,(C)T-50 1990.JUL,BUDOKAN,BUDOKAN,GM,T-50016,0,54915 (0xD683),U,f6ec8d1987c462debad6d248bedea9b7d9b270b9ed053c377b0a146924cc184b
"Bugs Bunny in Double Trouble (Europe) (En,Fr,De,Es,It)",SEGA MEGA DRIVE,(C)SEGA 1996.APR,BUGS BUNNY          IN        DOUBLE TROUBLE,BUGS BUNNY          IN        DOUBLE TROUBLE,GM,MK-1840,0,44412 (0xAD7C),8,0bd034cc4c5af389e210cd87bd65c33b0c8f83c1d5ff1ce8097c7f3e5fb51db7
Bugs Bunny in Double Trouble (USA),SEGA GENESIS,(C)SEGA 1996.APR,BUGS BUNNY          IN        DOUBLE TROUBLE,BUGS BUNNY          IN        DOUBLE TROUBLE,GM,MK-1840,0,37262 (0x918E),4,a21e4deab23e7afa1735b0d126b02f73dd9ed895ec1aba209b918417c2c1dcd7
"Bulls versus Blazers and the NBA Playoffs (USA, Europe)",SEGA GENESIS,(C)T-50 1993.MAR,BULLS VS. BLAZERS,BULLS VS. BLAZERS,GM,T-50556,0,10309 (0x2845),UEJ,05bb026d2a0ecbfe4f90208c8691324ff2d7b5dd0a334aabd98a3e586217fd8f
"Bulls vs Lakers and the NBA Playoffs (USA, Europe)",SEGA GENESIS,(C)T-50 1992.JUN,BULLS VS LAKERS,BULLS VS LAKERS,GM,T-50366,0,45685 (0xB275),U,56bb728ba3bbe68a87b35b02dee441ca9b1b7689d7cd38fa647243c659c36af8
Burning Force (Europe),SEGA MEGA DRIVE,(C)T-14 1990.OCT,BURNING FORCE,BURNING FORCE,GM,MK-1029-00,(unknown),50535 (0xC567),E,912165569bb570188812dc9587f356af24636f7c17aedbe543bbd27145967489
Burning Force (Japan),SEGA MEGA DRIVE,(C)T-14 1990.OCT,BURNING FORCE,BURNING FORCE,GM,T-14023,0,44693 (0xAE95),J,e4b2308b4719b6e572eaf7ad244e0a8a8ac46e201b1ac46c1bb7038e990f1552
Burning Force (USA),SEGA MEGA DRIVE,(C)T-14 1990.OCT,BURNING FORCE,BURNING FORCE,GM,T-14026,0,25514 (0x63AA),U,dad854a5e2dc5ae9f74038cbb250ec6ca346adc61ca5c635459f5ce48e9197d0
"Cadash (USA, Korea) (En)",SEGA MEGA DRIVE,(C) T-111992.MAY,(unknown),CADASH,GM,T-11086,0,35336 (0x8A08),U,85e0782411cf50ea92a9982dac1942679f738d46a58fdda5d7d82b943512afd8
Caesar no Yabou (Japan),SEGA MEGA DRIVE,(C)T-22 1991.JAN,ｼｰｻﾞｰﾉ ﾔﾎﾞｳ,AMBITION OF CAESAR,GM,T-22033,0,31736 (0x7BF8),J,667b2dc40f0d0fadcf7fcb6d726f75770fa7099fa8326b5cd78982293470acfc
